source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"政府新聞網,林鄭月娥 Carrie Lam",,2019-02-12 00:23:00,【方便居民】就領展嘅問題同市民嘅關注，政府過去幾年一直有做應對工作， 👂🏻 林鄭講講～ 新聞速遞：http://bit.ly/2I6yTTq #領展 #公共設施 #泊車位 #公眾街市 #立法會 #私人條例草案 #行政長官 林鄭月娥 Carrie Lam #林鄭,52,32,2,,,,18,5 Comments,2270725873204187,/story.php?story_fbid=2270725873204187&id=1539066899649361
政府新聞網,,2019-01-29 18:57:46,【現場直播】會議廳內有問有答～ #立法會 #質詢時間 #行政長官 林鄭月娥 Carrie Lam #林鄭 #FacebookLive,22,10,,,,,12,11 Comments,575807419549885,/story.php?story_fbid=575807419549885&id=1539066899649361
政府新聞網,,2018-10-11 01:58:47,【現場直播】施政報告嘅創科 💡 同教育 📚 新措施喺晒度 💁‍♀💁‍♂ 施政報告：www.policyaddress.gov.hk #教育 #創科 #2018年施政報告 創新及科技局 Innovation and Technology Bureau HK #楊偉雄 #教育局 #楊潤雄 #FacebookLive,54,30,,1,,1,22,4 Comments,1088351001314258,/story.php?story_fbid=1088351001314258&id=1539066899649361
政府新聞網,,2018-10-02 05:25:38,【貫通港珠澳】有咗呢條橋，未來，從此不一樣！ #港珠澳大橋 #香港接線 運房點線面 #路政署,143,111,4,4,4,,20,25 Comments,1077899212392217,/story.php?story_fbid=1077899212392217&id=1539066899649361
政府新聞網,,2018-09-23 22:10:16,【記得開聲聽 👂🏻】Yo❗Yo❗中秋安全要留意，淇淇 rap 住講你知 🤟🏻 新聞公報：https://bit.ly/2NB4DC8 康文署場地中秋特別安排：https://bit.ly/2PVIUlc #中秋 #安全 #保持地方清潔 #康文署,55,41,3,5,,,6,6 Comments,330528631054152,/story.php?story_fbid=330528631054152&id=1539066899649361
政府新聞網,,2018-09-22 07:40:01,【高鐵開通】動感號，讓你走得更遠，成就更多可能 💪🏻 新聞速遞： 【廣深港高鐵香港段開通】：https://bit.ly/2NZNTUK 【高鐵開通有助一程多站旅遊】: https://bit.ly/2I7pCGK 致辭全文：https://bit.ly/2NwZ1cp #廣深港高鐵 #香港段 #開通 #西九龍 #廣州南 運房點線面 #廣東省省長 #馬興瑞 #行政長官 林鄭月娥 Carrie Lam #林鄭,62,33,1,3,,,25,5 Comments,1834515096586181,/story.php?story_fbid=1834515096586181&id=1539066899649361
政府新聞網,,2018-09-22 07:21:21,"【努力善後】過去一個禮拜，政府接到近 1,500 宗關於移除塌樹嘅報告。梵哥話會因應實際情況調配人手同器材，盡快令交通回復正常。 新聞速遞：https://bit.ly/2I6clhT #颱風 #山竹 #樹木 #清理  #運輸署 #路政署 #康文署 #食環署 #保安局 #食物及衞生局 #運輸及房屋局 #陳帆",52,25,2,1,1,,23,19 Comments,640885996305771,/story.php?story_fbid=640885996305771&id=1539066899649361
政府新聞網,,2018-09-17 01:55:30,【現場直播】運輸署簡報颱風後最新交通同公共運輸情況。 交通快訊：http://bit.ly/2NgS13g 下載香港出行易： iOS 版：https://apple.co/2A5ph7f Android 版：http://bit.ly/2A5utYN #颱風 #山竹 #交通 #公共運輸 #運輸署 #FacebookLive,14K,75,10,17,3,14,13K,"1,193 Comments",953214958198727,/story.php?story_fbid=953214958198727&id=1539066899649361
政府新聞網,,2018-09-14 06:54:27,【超強颱風山竹🌀】李 Sir 話各部門已經作出全面評估同預算，有信心應對威脅；佢提醒市民唔好掉以輕心，要做好防風措施，風暴期間留喺室內，同留意政府發放嘅消息～ 新聞速遞： 【超強颱風逼近 應變措施加強】：http://bit.ly/2MwkT1V 【嚴陣以待 應對颱風襲港】：https://bit.ly/2xdQtNf 山竹路徑：url.hko.hk/WujE0Fxk　 九天天氣預測：url.hko.hk/fnd 民政事務總署臨時庇護中心：http://bit.ly/2Opgm34 #超強颱風 #山竹 #應對準備 #保安局 #李家超,46,42,,1,,,3,12 Comments,243616953016535,/story.php?story_fbid=243616953016535&id=1539066899649361
政府新聞網,,2018-09-10 22:40:07,【積極回應】施政報告下個月出爐，等林鄭講講預備成點～ 新聞速遞：https://bit.ly/2x3sIHF 知多啲：https://bit.ly/2O7AFSP #施政報告 #行政長官 林鄭月娥 Carrie Lam #林鄭,53,35,,3,,,15,17 Comments,965104870361201,/story.php?story_fbid=965104870361201&id=1539066899649361
政府新聞網,,2018-09-10 07:17:14,【深水埗尋心水寶】美食、DIY 材料、特色建築，儲足腳力玩足一日！ 新聞速遞：https://bit.ly/2oUglJB 相片集： 【深水埗為食行】：https://bit.ly/2O4WVg1 【深水埗玩樂行】：https://bit.ly/2MbjaPD 【深水埗打卡行】：https://bit.ly/2MfTG3H 知多啲：https://bit.ly/2CEbJB3 #深水埗 #食 #玩樂 #打卡 #手作 #傳統工藝 #建築 #旅遊 商務及經濟發展局 CEDB #邱騰華 Discover Hong Kong,72,60,4,1,,,7,6 Comments,736681343347269,/story.php?story_fbid=736681343347269&id=1539066899649361
政府新聞網,,2018-09-07 06:49:48,【廣深港高鐵】建宗司長話鐵路運作需要維修、保養，所以一定要有後勤用地；佢強調內地執法人員只會喺西九龍站內地口岸區工作，大家唔使擔心。 新聞速遞：https://bit.ly/2O0CLUw #廣深港高鐵 #香港段 政務司司長辦公室 #張建宗 運房點線面,58,35,1,1,,,21,23 Comments,291972861598591,/story.php?story_fbid=291972861598591&id=1539066899649361
政府新聞網,,2018-09-04 01:29:06,【廣深港高鐵】林鄭話西九龍站入面內地派駐人員嘅膳食費用全部由佢哋自己負責，內地口岸區嘅清潔費用、水、電、維修保養全部亦都係由內地機關負責。 新聞速遞： 【高鐵通車儀式 9 月 22 日舉行】：https://bit.ly/2wHITt0 【高鐵香港段通車將邀傳媒採訪】：http://bit.ly/2MOx5Ak #廣深港高鐵 #香港段 #西九龍站 #行政長官 林鄭月娥 Carrie Lam #林鄭 運房點線面,67,44,2,2,,,19,12 Comments,1970330513033995,/story.php?story_fbid=1970330513033995&id=1539066899649361
政府新聞網,,2018-09-03 06:51:26,【港運動。亞運精華】每滴汗水 💦 爭分奪秒 ⏱ 嘅背後，係佢哋嘅付出 💪🏻 向香港運動員致敬 🙇🏻🙇🏻‍♀ 相片提供：港協暨奧委會 重溫： 【港運動。堅持與夢想】：https://bit.ly/2Mm0DoR 【港運動。力量與團結】：http://bit.ly/2MAEF1s 【港運動。挫折與成長】：http://bit.ly/2N9YdZU #香港運動員 #亞運 18th Asian Games Jakarta-Palembang 2018,47,35,1,5,3,,3,10 Comments,523411098082935,/story.php?story_fbid=523411098082935&id=1539066899649361
政府新聞網,,2018-08-27 22:36:34,【持續重視】就嚟開學喇 ✏📚 等林鄭講講新學年有咩教育新措施～ 新聞速遞：https://bit.ly/2MURh2t #教育 #一校一社工 #閱讀 #特殊教育需要統籌主任 #優質教育基金 #行政長官 林鄭月娥 Carrie Lam #林鄭,37,29,,,,,8,21 Comments,2041377675896569,/story.php?story_fbid=2041377675896569&id=1539066899649361
政府新聞網,,2018-08-27 22:11:27,【登革熱】雖然過去兩日冇新增個案，但大家都唔好鬆懈，要繼續做足防蚊、滅蚊措施呀～ 新聞速遞：https://bit.ly/2NnAulK 知多啲：https://bit.ly/2MdNLkz #登革熱 #防蚊 #滅蚊 #獅子山公園 #長洲 #食物及衞生局 #教育局 #行政長官 林鄭月娥 Carrie Lam #林鄭‬‬‬‬,30,25,,,,,5,13 Comments,310618313031741,/story.php?story_fbid=310618313031741&id=1539066899649361
政府新聞網,,2018-08-25 18:30:01,【融入社會】一次過同唔同紀律部隊嘅阿 sir、madam 傾下偈，計劃下將來，又有得玩泡泡足球～睇嚟呢個 crossover 真係好有趣，可以吸引咗過百個少數族裔嘅朋友仔參加 🤔 特寫： https://bit.ly/2NiKlsW #跨紀律部隊少數族裔青少年訓練計劃 香港警察 Hong Kong Police Jpc 少年警訊 PPRB #消防處 #入境事務處 #海關 #懲教署 #少數族裔,129,117,,3,2,,7,7 Comments,252526702065515,/story.php?story_fbid=252526702065515&id=1539066899649361
政府新聞網,,2018-08-24 06:00:59,"【登革熱】新增 1 宗本地個案，患者住喺長洲；就嚟開學喇，無論大、中、小學定幼稚園，都要做好防蚊、滅蚊工作呀！ 新聞速遞： 【徐德義籲學校加強防治蚊患】：https://bit.ly/2LmpnaY 【長洲居民染登革熱再增一宗】：https://bit.ly/2MT78io 知多啲：https://bit.ly/2MdNLkz #登革熱 #防蚊 #滅蚊 #黃大仙 #獅子山公園 #長洲 #食物及衞生局 #徐德義 #食環署 衞生署衞生防護中心 Centre for Health Protection, DH",14,14,,,,,,5 Comments,518635781891761,/story.php?story_fbid=518635781891761&id=1539066899649361
政府新聞網,,2018-08-23 06:43:03,【高鐵香港段】政府有信心高鐵香港段可以帶動整體跨境乘客量，加上票價有競爭力，財務上可以做到健康穩健，唔需要政府或者九鐵公司補貼。 新聞速遞： 【高鐵香港段財務穩健可期】：https://bit.ly/2P0TfM7 【廣深港高鐵香港段下月 23 日開通】：https://bit.ly/2NcVgo8 知多啲： 【內地站點】：http://bit.ly/2w95pvs 【班次】：http://bit.ly/2LmVDLj 【票價】：http://bit.ly/2wjJgKq 【服務費】：http://bit.ly/2w6TxdD #廣深港高鐵 #香港段 #通車 #財務安排 運房點線面 #陳帆 #港鐵 #九鐵,101,64,3,11,1,1,21,25 Comments,466165840460056,/story.php?story_fbid=466165840460056&id=1539066899649361
政府新聞網,,2018-08-21 03:23:19,"【登革熱】要有效滅蚊，政府同民間力量都咁重要！政府聽日會聯同區議會、鄉事委員會、民安隊喺長洲教居民多啲有關家居滅蚊嘅方法～ 新聞速遞： 【加強宣傳教育 防治長洲蚊患】https://bit.ly/2OUQQD0 【本地登革熱個案再增兩宗】https://bit.ly/2BslJMU 【上月誘蚊產卵器指數升】https://bit.ly/2Pp3tXL 知多啲：https://bit.ly/2MdNLkz #登革熱 #防蚊 #滅蚊 #長洲 #食物及衞生局 #徐德義 衞生署衞生防護中心 Centre for Health Protection, DH #防治蟲鼠督導委員會",11,9,1,1,,,,3 Comments,242459573276085,/story.php?story_fbid=242459573276085&id=1539066899649361
政府新聞網,,2018-08-10 06:07:31,【經濟多面睇】上半年經濟強勁增長 4%，展望全年又會係點？聽聽專家分析先～ 新聞速遞：https://bit.ly/2vA3qQD #經濟增長 #2018Q2 #GDP #本地生產總值 #通脹,20,13,,1,,,6,7 Comments,276219583179054,/story.php?story_fbid=276219583179054&id=1539066899649361
政府新聞網,,2018-07-23 06:44:42,【公眾諮詢】選管會公布出年區議會選舉選區分界臨時建議，歡迎大家提出意見 📣 新聞速遞：https://bit.ly/2LECIfD 知多啲：https://bit.ly/2NCU79e #區議會選舉 #選區分界 #公眾諮詢 #8月21日截止 #選管會,29,14,,3,,,12,13 Comments,795988884123657,/story.php?story_fbid=795988884123657&id=1539066899649361
政府新聞網,,2018-07-14 03:32:08,【轉售彈性】茂波司長話居屋住戶可能因家庭變化或事業發展而換樓，政府初步構思係買家買入單位 5 年後，先可以補地價喺自由巿場出售。 新聞速遞：https://bit.ly/2mfGssU #居屋 #財政司司長 #陳茂波 #房委會,29,18,,3,,,8,16 Comments,1990695824574056,/story.php?story_fbid=1990695824574056&id=1539066899649361
政府新聞網,,2018-07-10 02:35:56,【一力承擔】林鄭話如果資助出售房屋定價新機制令房協有財政負擔，問題相信唔難解決；聽下佢講點解～ 新聞速遞：http://bit.ly/2zrqkOs #居屋 #綠置居 #首置先導項目 #定價 #行政長官 林鄭月娥 Carrie Lam #林鄭 運房點線面 房協人・情・味 Housing Society Community,37,23,,4,,,10,8 Comments,1986762354967403,/story.php?story_fbid=1986762354967403&id=1539066899649361
政府新聞網,,2018-07-08 05:51:17,【推動發展】林鄭話政府已經完成香港殘疾人士體育發展顧問研究同公眾諮詢，會逐步落實當中嘅建議～ 致辭全文：https://bit.ly/2J42GXT  #香港殘奧日2018 #體育 香港體育學院 #行政長官 林鄭月娥 Carrie Lam #林鄭 民政事務局 Home Affairs Bureau HK #康文署,47,32,1,4,,,10,18 Comments,242137299920616,/story.php?story_fbid=242137299920616&id=1539066899649361
政府新聞網,,2018-07-01 19:01:34,【到校專業支援】咁可愛嘅竣銘 👦🏻，原來都曾經令到媽媽好頭痛？好彩有呢個服務，令竣銘大大改善，媽媽都讚好 👍🏻 特寫：https://bit.ly/2NdqT1g #到校學前康復服務試驗計劃 #幼兒 #發展遲緩 #讀寫困難 #自閉症 #過度活躍症 #幼稚園 勞工及福利局 Labour and Welfare Bureau  #社會福利署 #施政報告,55,51,1,3,,,,7 Comments,2103434579879254,/story.php?story_fbid=2103434579879254&id=1539066899649361
政府新聞網,,2018-06-30 08:24:14,【🇨🇳賀回歸🇭🇰】無人機唔只可以用嚟拍片，仲可以用嚟表演～ 新聞速遞：https://bit.ly/2Mzrc5m #沙田 #城門河 #無人機 #光影匯演 #回歸,541,450,4,31,11,1,44,56 Comments,771074136615132,/story.php?story_fbid=771074136615132&id=1539066899649361
政府新聞網,,2018-06-30 01:28:21,【房屋政策新措施】梵哥話喺茘枝角搵到一塊臨時停車場用地，如果喺上蓋加建過渡性房屋，預計可以提供 200 個單位，地盡其用之餘，劏房或者分間房住戶又可以住好啲 👍🏻 新聞速遞：https://bit.ly/2lHMBhj #臨時停車場 #過渡性房屋 運房點線面 #運輸及房屋局 #陳帆,42,27,1,1,,,13,5 Comments,770726336649912,/story.php?story_fbid=770726336649912&id=1539066899649361
政府新聞網,,2018-06-28 02:13:21,【貿易夥伴🤝】同格魯吉亞簽署呢一份自貿協定有咩好處？聽聽 Edward 局長講下啦～ 新聞速遞：https://bit.ly/2KhXncI #格魯吉亞 #自由貿易協定 商務及經濟發展局 CEDB #邱騰華,22,18,3,,,,1,6 Comments,1975110422799263,/story.php?story_fbid=1975110422799263&id=1539066899649361
政府新聞網,,2018-06-21 00:52:23,【歐洲之行】林鄭繼續 🇫🇷 巴黎訪問行程，向當地商界介紹一帶一路同粵港澳大灣區帶嚟嘅機遇～ 新聞速遞： 【林鄭月娥向法國各界推介香港】：https://bit.ly/2I8rwoU 【林鄭月娥法國推廣大灣區優勢】：https://bit.ly/2thBgss 【特首晤法國外交部長】：https://bit.ly/2toF626 【特首訪馬賽出席接收直升機儀式】：https://bit.ly/2JOad2v 【特首訪法參觀酒莊 促進旅遊合作】：https://bit.ly/2LZnZM9 【林鄭月娥繼續比利時訪問】：https://bit.ly/2MuXq2x 【林鄭月娥向比利時商界推廣香港】：https://bit.ly/2JWpBZE #巴黎 #法國 #歐洲 #羅丹博物館 #法國國民議會 #索邦大學 #一帶一路 #粵港澳大灣區 #行政長官 林鄭月娥 Carrie Lam #林鄭 商務及經濟發展局 CEDB #邱騰華 創新及科技局 Innovation and Technology Bureau HK #楊偉雄,29,23,,1,,,5,9 Comments,1968059366837702,/story.php?story_fbid=1968059366837702&id=1539066899649361
政府新聞網,,2018-06-20 01:16:56,【歐洲之行】林鄭喺巴黎嘅行程係點？一齊 👀👀 新聞速遞： 【特首晤法國外交部長】：https://bit.ly/2toF626 【特首訪馬賽出席接收直升機儀式】：https://bit.ly/2JOad2v 【特首訪法參觀酒莊 促進旅遊合作】：https://bit.ly/2LZnZM9 【林鄭月娥繼續比利時訪問】：https://bit.ly/2MuXq2x 【林鄭月娥向比利時商界推廣香港】：https://bit.ly/2JWpBZE #巴黎 #法國 #歐洲 #巴黎綜合理工學院 #羅浮宮 #行政長官 林鄭月娥 Carrie Lam #林鄭 商務及經濟發展局 CEDB #邱騰華 創新及科技局 Innovation and Technology Bureau HK #楊偉雄,40,33,,1,,,6,5 Comments,1965950430381929,/story.php?story_fbid=1965950430381929&id=1539066899649361
政府新聞網,,2018-06-18 08:08:56,【全新體驗】用 🌷🌹 做主角嘅主題公園將會喺香港出現 😍 新聞速遞：https://bit.ly/2JXFH5h #荷蘭 #鮮花 #花藝 #旅遊業 #主題公園 #KaleidoPark 商務及經濟發展局 CEDB #邱騰華,99,80,1,4,2,2,10,4 Comments,1964410173869288,/story.php?story_fbid=1964410173869288&id=1539066899649361
政府新聞網,,2018-06-15 23:38:34,【歐洲之行】繼續睇睇林鄭喺比利時第二日嘅行程，佢下站會去波爾多展開法國嘅訪問 🇫🇷 新聞速遞： 【林鄭月娥繼續比利時訪問】：https://bit.ly/2MuXq2x 【林鄭月娥向比利時商界推廣香港】：https://bit.ly/2JWpBZE #布魯塞爾 #比利時 #歐洲 #歐盟 #一帶一路 #粵港澳大灣區 #行政長官 林鄭月娥 Carrie Lam #林鄭,32,24,,2,,,6,4 Comments,1962160087427630,/story.php?story_fbid=1962160087427630&id=1539066899649361
政府新聞網,,2018-06-14 07:19:01,【來吧伴我飛】科學館兩個最新展覽，帶你上天空 🚁 再去埋太空 🚀 Are you ready? 新聞速遞：https://bit.ly/2MqcJth 知多啲： https://bit.ly/2lauUHa https://bit.ly/2t7Cndr #隨時候命 #超越天空 #至10月17日 #飛行服務隊 #航空 #航天 #AR #STEM 香港科學館 Hong Kong Science Museum #康文署,310,288,,19,2,,1,45 Comments,219946255473054,/story.php?story_fbid=219946255473054&id=1539066899649361
政府新聞網,,2018-06-13 04:30:05,【投放資源】政府點樣推動醫療科技、人工智能同機械人技術呢幾個重點科技領域嘅發展？等偉雄局長講下 💡 新聞速遞：https://bit.ly/2t09fVi  #創科 #醫療科技 #人工智能 #機械人技術 #香港科學園 Hong Kong Science Park 創新及科技局 Innovation and Technology Bureau HK #楊偉雄,16,10,1,,,,5,8 Comments,1959906734319632,/story.php?story_fbid=1959906734319632&id=1539066899649361
政府新聞網,,2018-06-13 01:31:03,【置業訴求】今年推出嘅居屋單位呎價喺社會引起好多迴響；林鄭話，就算有地起居屋，如果售價係市民難以負擔，都係得個講字，佢會親自睇睇定價問題。 新聞速遞：https://bit.ly/2l31gDs #房屋政策 #土地供應 #居屋 #置業 #立法會 #質詢時間 #行政長官 林鄭月娥 Carrie Lam #林鄭,66,37,,3,,,26,28 Comments,218965425571137,/story.php?story_fbid=218965425571137&id=1539066899649361
政府新聞網,,2018-06-09 04:43:47,【高度關注】建宗司長回應沙中線紅磡站月台工程事件時話，唔排除進行獨立調查；政府如有決定會全面交代。 新聞速遞： 【政府密切監察沙中線事態發展】：https://bit.ly/2xXw4yH 【運房局發聲明交代中科電郵事宜】：https://bit.ly/2MdyFrB  #沙中線 #紅磡站 #港鐵 政務司司長辦公室 #張建宗 運房點線面,26,16,2,,,,8,9 Comments,216851742449172,/story.php?story_fbid=216851742449172&id=1539066899649361
政府新聞網,,2018-06-06 08:19:05,【紅磡站工程】梵哥話港鐵要向承辦商同有關人員收集更多資料，希望港鐵提交報告時有詳盡交代；政府會仔細審視內容，嚴肅跟進任何不當之處。 新聞速遞：https://bit.ly/2sCidZu #沙中線 #紅磡站 #港鐵 運房點線面 #陳帆,23,13,2,1,,,7,21 Comments,1956153138028325,/story.php?story_fbid=1956153138028325&id=1539066899649361
政府新聞網,,2018-05-24 04:14:58,【強化學與教】初中兩史嘅修訂課程大綱公布咗喇！想知道內容係點？去片～ 新聞速遞：https://bit.ly/2knGQ82 #中學 #中國歷史 #世界歷史 #課程 #教育局,22,14,,3,,1,4,4 Comments,741309839591562,/story.php?story_fbid=741309839591562&id=1539066899649361
政府新聞網,,2018-05-18 06:50:02,【互惠互利】香港嘅專業人士喺一帶一路發展策略下有咩機遇？一齊 👂🏻 林鄭講下～ 致辭全文：https://bit.ly/2k8RejO  The Society of Chinese Accountants and Auditors 香港華人會計師公會 #世界華人會計師大會 #一帶一路 #專業服務 #行政長官 林鄭月娥 Carrie Lam #林鄭,56,29,3,,,,24,16 Comments,206030766864603,/story.php?story_fbid=206030766864603&id=1539066899649361
政府新聞網,,2018-05-15 22:06:14,【從速處理】建宗司長話，政府非常重視香港記者採訪時嘅人身安全，駐京辦已聯絡港澳辦跟進事件。 新聞速遞： 【港駐京傳媒被警帶走 政府表關注】：https://bit.ly/2IlOTws 【特首對港媒採訪遭干預感遺憾】：https://bit.ly/2rQMoeC 【聶德權：關注記者人身安全】：https://bit.ly/2IoTGx1 #香港記者 #人身安全 #駐京辦 #港澳辦 政務司司長辦公室 #張建宗,46,17,3,,1,1,24,27 Comments,1945654349078204,/story.php?story_fbid=1945654349078204&id=1539066899649361
政府新聞網,,2018-05-15 04:30:01,【港珠澳大橋】除咗機場 A 線巴士，仲會新開 3 條巴士線同 1 條專線小巴線，加埋的士同非專營巴士，去香港口岸真係話咁易！ 知多啲：https://bit.ly/2rIVudO #港珠澳大橋 #香港口岸 #巴士 #專線小巴 #的士 運房點線面 #運輸署,40,22,1,5,2,,10,6 Comments,2073045776251468,/story.php?story_fbid=2073045776251468&id=1539066899649361
政府新聞網,,2018-05-15 02:52:54,【發展藍圖】點樣可以進一步加強香港作為區內主要旅行目的地嘅競爭力 🤔 去片～ 致辭全文：https://bit.ly/2rFYub2 #旅遊業 #零售業 #行政長官 林鄭月娥 Carrie Lam #林鄭,42,21,,2,1,,18,8 Comments,1945313799112259,/story.php?story_fbid=1945313799112259&id=1539066899649361
政府新聞網,,2018-05-15 00:26:54,【強心針 💪🏻】對於中央財政科技計劃獲批項目嘅資金可以跨境撥付，林鄭話香港創科界感到好鼓舞，證明中央好重視香港嘅科研人才！ 新聞速遞：https://bit.ly/2IAv7AL #國家主席 #習近平 #中央財政科技計劃 #創科 #科研 #行政長官 林鄭月娥 Carrie Lam #林鄭,76,48,,4,1,1,22,18 Comments,1945275105782795,/story.php?story_fbid=1945275105782795&id=1539066899649361
政府新聞網,,2018-05-12 09:54:57,【四川之行】林鄭出席汶川大地震十周年紀念活動，之後考察成都一間大學，睇下人工智能同機械人研發項目～ 新聞速遞：https://bit.ly/2rJtkyT  #四川 #成都 #汶川大地震 #電子科技大學 #人工智能 #行政長官 林鄭月娥 Carrie Lam  #林鄭,94,48,1,5,1,,39,34 Comments,203197820481231,/story.php?story_fbid=203197820481231&id=1539066899649361
政府新聞網,,2018-05-11 07:46:04,【全面推動】林鄭話今年經濟勢頭好，但房屋範疇仍然令人非常焦慮；佢希望土地大辯論能夠得出共識，而政府亦會加大力度供應土地，同埋用所有方法提供過渡性房屋。 新聞速遞：https://bit.ly/2IbT79D  #經濟 #房屋供應 #土地大辯論 #行政長官 林鄭月娥 Carrie Lam #林鄭,47,33,,1,,1,12,6 Comments,1943554155954890,/story.php?story_fbid=1943554155954890&id=1539066899649361
政府新聞網,,2018-05-07 23:26:50,【共同目標】林鄭話，法案委員會完成審議一地兩檢條例草案係踏出重要一步；佢期望法案盡快三讀通過，等高鐵香港段 9 月底順利開通。 新聞速遞：https://bit.ly/2KLt7DN #一地兩檢 #高鐵 #香港段 #立法會 #行政長官 林鄭月娥 Carrie Lam #林鄭,53,31,,3,,,19,11 Comments,1942028319440807,/story.php?story_fbid=1942028319440807&id=1539066899649361
政府新聞網,,2018-04-28 18:31:41,【建造業也創科】👷🏻‍♂👷🏻‍♀ 起橋起樓，唔只要識條鐵，仲要走在科技最前線 💡 想知全球有乜新技術？呢個中心可以幫到你～ 特寫：https://bit.ly/2r9m8vz #建造業 #創科 #建造業創新及科技應用中心 #建築信息模擬技術  Construction Industry Council 建造業議會,26,23,1,1,,,1,11 Comments,2065277730361606,/story.php?story_fbid=2065277730361606&id=1539066899649361
政府新聞網,,2018-04-28 09:21:12,【海濱長廊真多 fun】繼日前孫中山史蹟徑有新面貌後，中西區又多咗個新打卡位 📸 既有兒童天地 👦🏻👧🏻 又有藝文空間 🎨🎶 媽呀，去邊度先呢 👉🏻👈🏻 新聞速遞：https://bit.ly/2HWI9Iu 孫中山史蹟徑：https://bit.ly/2HvvY1H 中西區社區重點項目：中西區海濱長廊 - 西區副食品批發市場段 #社區重點項目計劃 #海濱長廊 #碼頭公園 #康文署 孫中山史蹟徑 Dr Sun Yat-sen Historical Trail #行政長官 林鄭月娥 Carrie Lam #林鄭,68,57,1,3,,,7,15 Comments,1937490779894561,/story.php?story_fbid=1937490779894561&id=1539066899649361
政府新聞網,,2018-04-22 08:46:07,【考察大灣區】3 日嘅行程嚟到尾站廣州，等三耳局長總結一下～ 新聞速遞： 【四局長訪穗總結大灣區行程】：https://bit.ly/2qOK73z 【四局長考察大灣區城巿發展】：https://bit.ly/2HRwicf 【四局長訪大灣區考察創科產業】：https://bit.ly/2Hgs9NH #粵港澳大灣區 #廣州 #立法會 #政制及內地事務局 #聶德權 商務及經濟發展局 CEDB #邱騰華 創新及科技局 Innovation and Technology Bureau HK #楊偉雄 財經事務及庫務局 Financial Services and the Treasury Bureau #劉怡翔,57,41,,4,,1,11,17 Comments,1934623350181304,/story.php?story_fbid=1934623350181304&id=1539066899649361
政府新聞網,,2018-04-22 07:56:21,【原則清楚】三耳局長話憲法、基本法同香港特區嘅關係好清楚；特區係國家一部分，應該按照基本法規定實施特區嘅制度，所以一定要「一國」同「兩制」並重。 新聞速遞：https://bit.ly/2qPYKTC #憲法 #基本法 #一國兩制 #政制及內地事務局 #聶德權,36,22,2,3,,,9,20 Comments,1934600150183624,/story.php?story_fbid=1934600150183624&id=1539066899649361
政府新聞網,,2018-04-21 08:13:46,【考察大灣區】4 位局長同立法會議員繼續行程，睇下最新科技、交通基建，同埋集旅遊、商業、文化於一身嘅項目～ 新聞速遞： 【四局長考察大灣區城巿發展】：https://bit.ly/2HRwicf 【四局長訪大灣區考察創科產業】：https://bit.ly/2Hgs9NH #粵港澳大灣區 #東莞 #中山 #廣州 #佛山 #立法會 #政制及內地事務局 #聶德權 商務及經濟發展局 CEDB #邱騰華 創新及科技局 Innovation and Technology Bureau HK #楊偉雄 財經事務及庫務局 Financial Services and the Treasury Bureau #劉怡翔,53,40,,1,,,12,18 Comments,1934155526894753,/story.php?story_fbid=1934155526894753&id=1539066899649361
政府新聞網,,2018-04-21 00:58:09,【解讀要正確】對於社會有小部分人質疑國家主權同一國兩制，建宗司長話呢個現象令人痛心，又希望佢哋可以深入了解基本法。 致辭全文：https://bit.ly/2Hgyitm #憲法 #基本法 #一國兩制 政務司司長辦公室 #張建宗,23,9,2,2,,,10,15 Comments,1933994663577506,/story.php?story_fbid=1933994663577506&id=1539066899649361
政府新聞網,,2018-04-14 18:30:01,【創新玩法】點解 👧🏻👦🏻 喺學校操場都可以玩 ⚾  比賽？一齊嚟睇片 🎥 搵答案～ 特寫：https://bit.ly/2qzIQNR 知多啲：https://bit.ly/2EKJ21a #棒球 #青年 #運動 Hong Kong Baseball Association #香港專業教育學院,147,130,,15,1,,1,10 Comments,2059603317595714,/story.php?story_fbid=2059603317595714&id=1539066899649361
政府新聞網,,2018-04-12 04:29:44,【食咗乜飲咗乜】食安中心聽日開始做全港食物消費量調查，訪問員會同抽中嘅住戶做兩次訪問；想知會攞咩資料同問嚟有咩用？去片～ 新聞速遞：https://bit.ly/2GVyXEj 知多啲：https://bit.ly/2qsFfjE #全港性食物消費量調查 #食物安全中心,11,10,1,,,,,7 Comments,1929976503979322,/story.php?story_fbid=1929976503979322&id=1539066899649361
政府新聞網,,2018-04-10 09:02:42,【促進交流】林鄭喺海南出席博鰲論壇期間，除咗同廣州市委書記會面，仲同巴基斯坦總理傾下一帶一路方面嘅合作 🤝 新聞速遞： 【特首出席博鰲亞洲論壇開幕式】：https://bit.ly/2uZwt2o 【林鄭月娥海南出席博鰲亞洲論壇】：https://bit.ly/2IBdpte #博鰲亞洲論壇年會 #海南 #一帶一路 #粵港澳大灣區 #行政長官 林鄭月娥 Carrie Lam #林鄭,45,28,,4,,,13,10 Comments,1929150604061912,/story.php?story_fbid=1929150604061912&id=1539066899649361
